Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIP_SCORE_Score
000000463690.jpg,"A man is lying on the ground, balancing a soccer ball on his raised foot while three onlookers watch from the background.",0.5407,0.1714,0.7706,0.3386
000000550471.jpg,"A half-eaten orange slice sits on a white plate, surrounded by green sprouts and a silver fork, with a blurred background plate visible.",0.0394,0.0526,0.4611,0.3157
000000318455.jpg,"A festive table display featuring an assortment of cupcakes and a partially eaten cake, adorned with British flags, suggesting a celebration of British culture or heritage.",0.0149,0.1026,0.2976,0.3579
000000331569.jpg,"A refreshing strawberry milkshake sits in a clear glass on a white square plate, accompanied by two fresh strawberries, creating a vibrant and appetizing scene.",0.012,0.1622,0.3708,0.3179
000000254368.jpg,"A man in a white bathrobe is sitting on a bed with a floral-patterned bedspread, eating a sandwich from a paper plate while looking directly at the camera.",0.0069,0.2791,0.2756,0.3245
000000058539.jpg,"The image depicts a bustling city street scene with three men in the foreground. The central figure is an older man wearing a black suit, blue shirt, striped tie, and a distinctive red fedora with a black and white polka dot band. To his left, two men are engaged in conversation, one in a green vest and plaid shirt with a white beanie, and the other in a brown jacket with green stripes. The background shows a busy street with cars and pedestrians, including a woman in a white shirt and a man in a tan shirt. The scene is set against a backdrop of buildings, including a white structure with a blue awning and a glass-fronted building.",0.0,0.1951,0.2729,0.3105
000000263679.jpg,"A vibrant beach scene captures two people flying a large, colorful kite on a sunny day, with palm trees and a lifeguard tower in the background.",0.0847,0.1,0.4791,0.3096
000000482978.jpg,"The image depicts a vibrant, multi-colored train with a distinctive orange and yellow body, featuring large windows and a gray roof. The train is parked at a station with a metal roof and glass panels, allowing a view of the blue sky. Inside the train, yellow seats are visible, and there's a black and white advertisement on the side. The train's doors are open, revealing a glimpse of the interior.",0.0,0.2778,0.25,0.3247
000000311392.jpg,"A black and white cow stands in a barn, with a man in a black jacket observing it.",0.3589,0.2439,0.5208,0.2993
000000045550.jpg,"A man with a goatee and glasses is taking a selfie in a restaurant, holding a plate of food that includes a grilled cheese sandwich, fries, and a small container of ketchup.",0.001,0.1395,0.3931,0.3381
000000475191.jpg,"A female tennis player with blonde hair is captured mid-swing on a green tennis court, wearing a white outfit and white shoes, with a yellow and black racket in her hands.",0.0005,0.0833,0.3571,0.3579
000000080340.jpg,"A young boy dressed in a striped shirt and tie stands on a stone patio, pulling a suitcase, while adults gather around a table with glasses, suggesting a festive gathering.",0.0036,0.1408,0.3475,0.3345
000000479596.jpg,"The image depicts a vibrant display of fresh fruits in a grocery store, featuring a large basket of oranges in the foreground, followed by rows of red and green apples, and a smaller basket of yellow apples in the background.",0.0,0.1333,0.345,0.3154
000000511398.jpg,"A beagle is peacefully sleeping on a sandy beach, wearing a red harness and a purple collar, with a straw mat and a black hat nearby.",0.0338,0.2424,0.3354,0.3618
000000320632.jpg,"A group of zebras stands together in a grassy field, their distinctive black and white stripes creating a striking contrast against the natural backdrop.",0.0334,0.2041,0.7418,0.3442
000000033854.jpg,"The image depicts a bustling outdoor scene with vintage cars, motorcycles, and a red bus parked on a cobblestone street. A crowd of people is gathered, some standing and others sitting, while a man in a black suit walks along the sidewalk. The background features a mix of trees, a building with scaffolding, and a flagpole with a red flag. The sky is overcast, creating a moody atmosphere.",0.0,0.1639,0.2062,0.2773
000000374083.jpg,"A man and a young girl are in a kitchen, examining two cakes on the counter. The man is holding a plate with a spoon, while the girl points at a red velvet cake with white frosting and red berries. The girl is wearing a blue dress with white polka dots, and the man is dressed in a striped shirt. The kitchen has yellow walls and brown cabinets, creating a warm and inviting atmosphere.",0.0,0.1633,0.3375,0.3223
000000295420.jpg,"A large blue Mercedes-Benz truck from Overseas Removals Group is parked on a residential street, with a woman standing nearby and a trash can visible in the background.",0.0014,0.2857,0.2966,0.3298
000000478393.jpg,"A cozy bedroom scene featuring two sleeping kittens on a bed with a striped comforter and floral pillows, accompanied by a large white teddy bear with a pink bow.",0.0217,0.25,0.4156,0.3567
000000123131.jpg,"A sleek black semi-truck with a chrome bumper and exhaust pipes is parked in a lot, surrounded by other vehicles and trees under a clear blue sky.",0.0019,0.1538,0.3472,0.3069
000000234413.jpg,"The image depicts a modern bathroom with a white toilet, glass shower door, and a mix of white and brown tiled walls.",0.0193,0.3265,0.2479,0.3064
000000037740.jpg,"A cozy home office setup featuring a wooden desk with a computer monitor, keyboard, and lamp, accompanied by a black office chair and a white couch.",0.0171,0.35,0.6055,0.3503
000000055950.jpg,"A man in an orange shirt and hat is playing tennis on a green court, poised to hit a yellow ball with a blue racket.",0.0414,0.2143,0.4626,0.3503
000000057760.jpg,"A vibrant beach scene with people enjoying the sun, sand, and sea under a clear blue sky.",0.0992,0.1081,0.28,0.2986
000000491071.jpg,"This image showcases a modern bathroom with a sleek design, featuring two square mirrors, a black countertop with white sinks, and a white cabinet with silver handles.",0.0027,0.1579,0.4307,0.3423
000000223738.jpg,"A young boy in a red shirt and white pants with a blue stripe is captured mid-swing at home plate, wearing a white helmet with a blue stripe and black cleats.",0.0,0.1818,0.1339,0.3
000000002923.jpg,"A serene marshland scene with tall grasses, white birds, and a distant marina under a cloudy sky.",0.0165,0.2222,0.2247,0.3318
000000472298.jpg,"A man and woman are rowing a long, narrow boat across a murky river, surrounded by lush greenery and vegetation.",0.1361,0.1739,0.436,0.3184
000000027932.jpg,"A baseball glove and cap rest on a dirt surface, with the cap leaning against a black metal pole, and a website URL visible at the top of the image.",0.0062,0.1379,0.477,0.3857
000000488664.jpg,"A vintage photograph captures a blue and yellow steam locomotive with ""Network"" written on its side, emitting smoke as it travels along a railway track in a small town setting.",0.0034,0.186,0.3034,0.3252
000000504074.jpg,"In this black and white photograph, two women are seated on a patio, each smoking a cigarette. The woman on the left is wearing sunglasses and a white shirt, while the woman on the right is wearing glasses and a tank top. Both women are looking at their laptops, which are open on their laps. The patio is surrounded by a wooden fence, and in the background, there are buildings visible. The scene captures a moment of relaxation and focus for the two women.",0.0,0.1395,0.2083,0.3745
000000136715.jpg,"A police officer on a motorcycle leads a gay pride parade, with colorful floats and participants following behind.",0.4326,0.1304,0.6406,0.344
000000410456.jpg,"A group of surfers practicing on the beach, with a hotel and apartment building in the background.",0.1516,0.0426,0.4168,0.3645
000000212226.jpg,"A cheerful woman in a red hat and safety vest smiles from the cab of a yellow truck, her reflection visible in the side mirror.",0.0139,0.1951,0.4626,0.3296
000000481159.jpg,"A majestic brown and white horse stands in a snowy field, enclosed by a black fence, with bare trees and a distant mountain range visible in the background.",0.0049,0.2727,0.44,0.3416
000000454067.jpg,"A person is playing Wii golf in a cozy living room, with a TV displaying the game and a fireplace in the background.",0.1645,0.2857,0.6782,0.3606
000000044590.jpg,"A group of motorcyclists is gathered on a beach, with some riding and others standing, all facing the ocean under a cloudy sky.",0.1313,0.2222,0.2869,0.3452
000000231580.jpg,"A man in a blue jacket and jeans is standing in front of a red metal pen containing a black and white cow, addressing a group of children and adults gathered around a table with various items on it.",0.0,0.2727,0.6379,0.3582
000000231549.jpg,"The image depicts a luxurious hotel room with a large bed featuring white sheets and pillows, including two black pillows and one with a black and gold pattern. The room has a striking black and white color scheme, with a black and white mural on the wall behind the bed. There are two nightstands on either side of the bed, each with a lamp and various items such as a phone and alarm clock. The overall ambiance is elegant and sophisticated, with a mix of modern and classic design elements.",0.0,0.2564,0.2744,0.3093
000000411817.jpg,"The image depicts a Best Buy store display featuring multiple Wii consoles and screens, showcasing various Wii games. A diverse group of people, including children and adults, are gathered around the displays, engaging with the Wii systems and observing the games. The scene captures the excitement and interaction typical of a retail environment promoting gaming technology.",0.0,0.2,0.219,0.4148
000000148719.jpg,"The image showcases a vintage red Dodge pickup truck from the 1970s, parked on a grassy field with a white license plate reading ""70 Dude."" The truck features a black stripe along its side and a black roof. In the background, there's a beige pickup truck with a white sign in its windshield, and a white truck with a black grille. The scene is set against a backdrop of trees and a chain-link fence, suggesting a rural or semi-rural location.",0.0,0.1091,0.2648,0.3254
000000451435.jpg,"A young boy is playing tennis on a green court with a red border, holding a yellow racket and preparing to hit a yellow ball.",0.0718,0.1304,0.4291,0.2825
000000222235.jpg,A tabby cat is playfully batting at a bird in a lush garden setting.,0.1439,0.1304,0.6103,0.3242
000000127394.jpg,"A group of five people are gathered around a wooden table, enjoying a meal together. The table is laden with various dishes, including a large bowl of salad, a tray of meat, and a pizza. The group consists of two women and three men, all dressed casually. The women are wearing white and pink shirts, while the men are in blue and black shirts. The atmosphere appears warm and inviting, with the group smiling and engaged in conversation. The setting suggests a casual, friendly gathering, possibly a family dinner or a social event.",0.0,0.2308,0.2283,0.3108
000000198960.jpg,"The black and white photograph captures three sheep standing in a grassy field, with one sheep facing the camera and the other two facing away.",0.0239,0.2642,0.3509,0.3306
000000485071.jpg,"A surfer is riding a wave, with his back to the camera, wearing blue and yellow swim trunks and a white surfboard.",0.0133,0.303,0.2128,0.3364
000000018150.jpg,A man and a young boy are sharing a slice of pizza in a cozy living room setting.,0.4706,0.2609,0.5324,0.3269
000000500211.jpg,"A serene winter scene at a resort, featuring a two-story building with a balcony, closed beige umbrellas, and snow-covered ground, set against a backdrop of bare trees and a winding road.",0.0002,0.1613,0.1653,0.3069
000000019786.jpg,"In this image, two men are engaged in a lively conversation in a room with a brown couch and a silver suitcase visible in the background.",0.0012,0.2222,0.2203,0.2803
000000166768.jpg,"An elderly couple stands together, with the woman gently holding the man's arm.",0.3036,0.1212,0.3074,0.313
000000322211.jpg,"A box of 11 intricately designed, swirled donuts sits on a wooden table, their golden-brown color and detailed patterns suggesting a homemade or artisanal quality.",0.0091,0.5,0.4822,0.2505
000000569030.jpg,"A bustling city street scene with a woman painting at a wooden easel, surrounded by tall buildings, parked cars, and pedestrians crossing a zebra-striped crosswalk.",0.0043,0.1176,0.3,0.3335
000000140658.jpg,"The image depicts a historic stone church with a prominent clock tower, featuring arched stained glass windows and a weather vane on top.",0.0555,0.2857,0.4819,0.3037
000000508639.jpg,"A horse-drawn carriage with blue wheels and a black canopy stands in a grassy field, with two pyramid-shaped stone structures visible in the background.",0.0034,0.2286,0.3006,0.2898
000000393014.jpg,"The image shows a sandwich display case with two large hoagie-style sandwiches, each priced at $5. The sandwiches are labeled ""LQ Coppa Panino"" and are accompanied by a sign that reads ""Specials."" The sandwiches are placed on brown paper and are garnished with strawberries. The display case is illuminated from above, highlighting the sandwiches and creating a warm, inviting atmosphere.",0.0,0.2273,0.4337,0.3635
000000224051.jpg,"A red mountain bike is parked on a concrete sidewalk beside a road, with a silver car approaching in the background.",0.1784,0.2381,0.3997,0.3372
000000510095.jpg,"A bald man wearing sunglasses, a white button-down shirt, gray shorts, and black sandals stands in a grassy field, holding a red and blue bat and poised to hit a baseball.",0.0005,0.1786,0.4282,0.2379
000000232684.jpg,"A man with dark hair and glasses is intently working on a silver laptop in a dimly lit room, illuminated only by the laptop's screen.",0.0261,0.3,0.54,0.3491
000000006723.jpg,"The image depicts a bustling urban street scene with a mix of residential and commercial buildings, featuring a prominent white building with a red brick section, a brown building, and a white bus. The street is lined with parked cars and has a bike lane and sidewalk, with greenery and trees visible in the background.",0.0,0.2564,0.3093,0.2671
000000060090.jpg,"A yellow train with a black top is pulling into a station, with a sign indicating it's in the ""Orange Zone."" The platform is empty, and the train appears to be the only one in the area.",0.0,0.2162,0.5252,0.2734
000000227482.jpg,"A young man with short blonde hair is captured mid-action in a backyard, throwing a white frisbee. He's wearing a gray t-shirt with a blue logo, white shorts, and a black watch on his left wrist. The scene is set against a wooden fence and green grass, with a dark tree in the background.",0.0,0.2,0.3553,0.3728
000000019742.jpg,"The image depicts a wooden shelf with a white background, adorned with white Christmas lights. On the shelf, there is a white candle on a glass coaster and a large, red glass vase with a clear base, containing a painting of two women embracing.",0.0005,0.2857,0.3676,0.3025
000000138954.jpg,"A white plate on a black background showcases a colorful arrangement of sliced cucumbers, apples, and a central mound of shredded meat garnished with green peas.",0.0293,0.2143,0.4414,0.27
000000092416.jpg,"A young man in a black suit and plaid tie stands on a grassy area near a lake, holding a beer bottle and smiling at the camera.",0.0552,0.1176,0.6085,0.3757
000000079034.jpg,"A blue fire hydrant stands prominently in a park-like setting, surrounded by a mix of bare and evergreen trees, with a pile of dirt and a parking lot visible in the background.",0.0011,0.1364,0.5361,0.373
000000152120.jpg,"A motorcyclist is captured in motion on a green motorcycle, wearing a blue denim jacket, black leather pants, and a black and white helmet, riding along a road with a blurred grassy field and fence in the background.",0.0,0.1667,0.3112,0.3335
000000274066.jpg,"A woman and two children are standing in the ocean, wearing wetsuits and holding surfboards, with waves crashing around them.",0.0228,0.25,0.5556,0.3604
000000094871.jpg,"A group of people are feeding sheep on a concrete walkway, with one person holding a red bag and another feeding a sheep with their hand.",0.0106,0.1562,0.4935,0.2979
000000230166.jpg,"A flock of sheep grazes peacefully in a lush green field, surrounded by tall trees and a cloudy sky.",0.2648,0.3721,0.5617,0.3489
000000007386.jpg,"A unique three-wheeled motorcycle with a red frame and black seat is parked in front of a garage, with a small white dog standing nearby.",0.0127,0.2703,0.5307,0.3184
000000076211.jpg,"The image depicts a large, multi-story building with a prominent clock on its facade. The clock, which has a white face and black hands, displays the time as 1:35. The building's exterior is primarily white, with a darker brown section on the left side. There are several windows visible, some of which are open. The ground floor features two entrances: one with a black door and another with a glass door. Above the glass door, there is a sign that reads ""Recent Palace."" The building appears to be situated in an urban area, with a sidewalk in front of it.",0.0,0.2273,0.3055,0.3337
000000408830.jpg,"A sleek BMW motorcycle with a white body, red stripe, and blue accents is parked on a grassy field, surrounded by other motorcycles, including a red one.",0.0129,0.125,0.4808,0.3625
000000524742.jpg,"The image depicts a vibrant graffiti-covered subway car with a colorful abstract design featuring various shapes and patterns in shades of blue, red, pink, yellow, and white.",0.0015,0.1961,0.2137,0.3303
000000562581.jpg,"A man is playing tennis on a green court with a red border, holding a yellow racket and wearing a white shirt and black shorts.",0.0296,0.2326,0.3377,0.3203
000000185802.jpg,"A whimsical scene featuring a ripe banana lounging in a yellow plastic beach chair, with a small blue umbrella nearby, overlooking a tropical paradise through an open window.",0.0825,0.1429,0.3429,0.3835
000000167128.jpg,"A family of three elephants stands together in a grassy field, with the mother and father elephants facing away from the camera and the baby elephant positioned between them.",0.0045,0.2222,0.5114,0.3232
000000568147.jpg,"A black parking meter with a pink and blue chain wrapped around its base stands on a city street, with a yellow taxi and pedestrians visible in the background.",0.009,0.48,0.4295,0.3589
000000074200.jpg,"The image depicts a surf shop window display featuring three surfboards, a chalkboard menu with cake prices, and various framed pictures and awards.",0.0092,0.2857,0.3365,0.4011
000000290179.jpg,"A panoramic view of London, showcasing the iconic Houses of Parliament and Big Ben, with the River Thames flowing below and a bridge spanning across it.",0.0026,0.2593,0.2776,0.3254
000000112110.jpg,"A person is walking on a brick sidewalk at night, wearing blue jeans and gray sneakers, with a black briefcase in front of them.",0.0082,0.3333,0.5324,0.3782
000000130386.jpg,"The image depicts a bustling city street scene with a prominent digital sign displaying ""Sharingey Council Information"" and ""Welcome to Shopping City Wood Green."" The sign is mounted on a blue pole and features a black background with yellow text. The street is lined with buildings, including a red brick structure on the right and a gray building on the left. A silver car is parked in the foreground, and there are bicycles and a bench visible. The sky is blue with some clouds, and the overall atmosphere suggests a lively urban environment.",0.0,0.2154,0.2011,0.3862
000000475484.jpg,"The image depicts a vibrant street scene in Miami, featuring a yellow parking meter adorned with a colorful house design and the text ""Miami Dade County Homeless Trust."" The meter stands on a red brick sidewalk, with a silver pole and traffic light visible in the background. Palm trees line the street, and a white building can be seen in the distance. The scene is bustling with activity, including pedestrians and parked cars, creating a lively urban atmosphere.",0.0,0.125,0.3006,0.3564
000000234757.jpg,"A flooded parking lot with partially submerged parking meters and signs, creating a surreal and eerie scene.",0.2605,0.1818,0.3207,0.3118
000000547816.jpg,"This image depicts a small, narrow bathroom with a white tile floor and walls. The bathroom features a white toilet, a white bathtub with a silver showerhead, and a white shower curtain with a black floral pattern. There's a white sink with a mirror above it, and a white towel hanging on a silver towel rack. A framed picture with a black border is visible on the wall. The bathroom has a white door with a gold doorknob. The overall color scheme is predominantly white with black accents.",0.0,0.1778,0.2694,0.3496
000000081766.jpg,"Three large dogs are sitting on wooden steps in a backyard, with a wooden fence and trees visible in the background.",0.0805,0.2,0.4373,0.3511
000000549220.jpg,"A bulldog is standing on a skateboard, with its front paws on the board and its back paws on the ground, while a person holds a leash attached to the dog.",0.0004,0.1081,0.2479,0.4224
000000439180.jpg,"A group of cowboys on horseback is riding in a parade through a grassy field, with spectators watching from the sidelines and a red truck visible in the background.",0.001,0.1923,0.3876,0.3379
000000500270.jpg,"A young woman with long hair is skateboarding on a concrete ramp at a skate park, with palm trees and a sunset sky in the background.",0.011,0.2545,0.5034,0.3438
000000457262.jpg,"A close-up image shows two very old, moldy bananas resting on a wooden table, with a Malaysian 50-cent coin placed in front of them for scale.",0.0756,0.2326,0.451,0.3181
000000454661.jpg,"A bustling city street scene with cars stopped at a red light, a red double-decker bus, and a building with a neon ""BAR"" sign in the background.",0.0029,0.2424,0.4844,0.2561
000000514508.jpg,"The image depicts a vibrant and whimsical scene featuring a large, pink, retro-style television set with the word ""LOVE"" displayed prominently on its screen. Inside the TV, three people are seated on a blue couch, engaged in conversation. A man wearing a white lab coat and black hat stands outside the TV, holding a microphone and appearing to be conducting an interview or recording a podcast. The overall atmosphere is playful and energetic, with the colorful and eye-catching design of the TV set adding to the fun and lighthearted mood of the scene.",0.0,0.1818,0.2902,0.2893
000000041635.jpg,"A black and white photograph captures three cows lying in a grassy field behind a barbed wire fence, with one cow looking directly at the camera.",0.0374,0.2286,0.7067,0.343
000000572956.jpg,"A row of parked motorcycles on a city street, showcasing a variety of colors and styles against a backdrop of buildings.",0.1331,0.3636,0.3333,0.3293
000000162415.jpg,"A young girl with blonde hair and purple barrettes is smiling and holding a Mizuno baseball glove, wearing a purple t-shirt with ""Grow Recreation Baseball"" printed on it.",0.0009,0.1739,0.4264,0.384
000000157365.jpg,"A man in a red and white striped shirt and gray pants is skateboarding down a city street, surrounded by parked cars and trees.",0.0124,0.303,0.5859,0.3308
000000137246.jpg,"A woman with shoulder-length brown hair is sitting in a park, holding a hot dog in her left hand. She's wearing a green tank top and has a slight smile on her face. Behind her, there are blue picnic tables and red and blue umbrellas. To the right, a woman in a pink shirt and white pants is walking away. The scene is set on a sunny day with trees and a building visible in the background.",0.0,0.1081,0.3367,0.3362
000000064868.jpg,A man in a beige shirt and blue jeans is bending over to place a small white and brown dog into an open oven in a kitchen with beige countertops and a white tile floor.,0.0001,0.209,0.4272,0.4128
000000380711.jpg,"A man in a black wetsuit walks along a beach carrying a white surfboard with a black stripe, heading towards the ocean.",0.0682,0.3182,0.4746,0.3057
000000280710.jpg,"A bustling London street scene with a double-decker bus prominently displaying ""Sightseeing Tour of London"" amidst tall buildings and pedestrians.",0.0353,0.1563,0.2751,0.2788
000000460347.jpg,"A white bus with a red stripe is driving down a multi-lane highway, surrounded by other vehicles including a black car and a blue car. The highway has a concrete median with yellow poles and white arrows, and there's a grassy area with a yellow curb visible in the background.",0.0,0.12,0.4544,0.3206
000000016228.jpg,"A vintage horse-drawn trolley from Disneyland, featuring a white horse and a green and red carriage, is captured in motion on a bustling street, surrounded by people and trees.",0.0047,0.2273,0.3583,0.3811
000000190007.jpg,"A surfer in a black wetsuit is riding a white surfboard down a steep, crashing wave in the ocean.",0.1877,0.1364,0.3912,0.303
000000356125.jpg,"A man in a colorful shirt and shorts stands on a wooden deck, feeding two elephants with a long stick, while a lush green landscape and rolling hills form the backdrop.",0.0003,0.1647,0.124,0.2896
000000109992.jpg,"A person in a blue jacket and jeans is snowboarding down a snowy hill in a residential neighborhood, with a two-story house and trees visible in the background.",0.0103,0.093,0.4353,0.3347
000000352582.jpg,"A young man in a gray vest and pants is poised to throw a frisbee in a grassy field, with a house and trees visible in the background.",0.0036,0.169,0.4264,0.3206
000000327605.jpg,"A woman stands on a snowy ski slope, wearing a beige jacket, black pants, and a black helmet with goggles. She holds ski poles and smiles at the camera, with a ski lift and snow-covered trees in the background.",0.0,0.1154,0.3997,0.3481
000000020107.jpg,"The image depicts an old, rusted fire hydrant with a pinkish-orange hue, situated on a concrete sidewalk. The hydrant has a black top with a chain hanging from it and some partially visible text that appears to read ""CEDO"" and ""1995"". In the background, there's a stone wall with a green design and some pink flowers, suggesting a garden or park setting.",0.0,0.087,0.3354,0.3577
000000430073.jpg,"The image depicts a bustling outdoor market scene in a foreign country, featuring a white cow standing on a brick-paved street, surrounded by people, colorful chairs, and various buildings with distinctive architectural elements.",0.0002,0.175,0.2769,0.3101
000000331280.jpg,"The image depicts a circus performance featuring two white horses and three handlers in orange jackets and black pants, kneeling on a dirt floor with ropes in hand. The audience is visible in the background, watching the spectacle.",0.0,0.2222,0.3876,0.3789
000000492282.jpg,"A group of people are riding horses along a brick-paved road, with a cowboy leading the pack and others following behind.",0.0717,0.4,0.5814,0.3103
000000129135.jpg,"A yellow and blue train with the number 2 is parked at a station, with a wooden bench in the foreground and a covered platform above.",0.0245,0.2963,0.397,0.3774
000000131386.jpg,Four blue fighter jets with yellow stripes fly in a tight formation against a clear blue sky.,0.2018,0.2553,0.3985,0.2754
000000161609.jpg,"A man is ascending a staircase in what appears to be an airport terminal, carrying a small brown dog in a backpack.",0.159,0.4651,0.5403,0.3508
000000541055.jpg,"A group of five skiers stands on a snowy mountain peak, smiling at the camera with a breathtaking view of snow-capped mountains and a lush valley below.",0.0065,0.2745,0.3975,0.3521
000000259597.jpg,"A young boy is capturing a performance with his phone, surrounded by a crowd dressed in period costumes, likely at a historical reenactment or festival.",0.0421,0.2326,0.4031,0.332
000000378673.jpg,"A skateboarder performs a trick mid-air at a skate park, surrounded by a crowd of spectators and a blue sky with scattered clouds.",0.0921,0.2034,0.2459,0.3269
000000229659.jpg,"The image depicts a cozy coffee shop interior with patrons seated at tables, a counter with a display case, and a laptop screen showing a news article about a state recall race.",0.0001,0.2174,0.2587,0.3455
000000336053.jpg,"A young boy and girl are seated at a wooden table in a restaurant, enjoying their meal together.",0.2825,0.129,0.5462,0.2986
000000001993.jpg,"The image depicts a cozy bedroom with a bed, table, and chairs, featuring a mix of purple, gray, and brown tones.",0.0628,0.2059,0.3351,0.2991
000000467511.jpg,"A man and woman are standing at a gas station, both wearing helmets and sunglasses. The man is pumping gas into a black and silver motorcycle, while the woman stands beside him, smiling.",0.013,0.1739,0.4424,0.3779
000000328601.jpg,"A man with short blonde hair is playing tennis, wearing a gray shirt and shorts, holding a racket and looking back at the camera.",0.0073,0.186,0.2434,0.3337
000000455219.jpg,"Two men are plowing a dirt field with oxen, one man riding on the back of an ox and the other guiding it from behind.",0.0135,0.2857,0.4023,0.2957
000000052413.jpg,"A young girl is holding a pink flip phone with a picture of a blonde girl on the screen, while another girl in a white sweater and blue jeans sits nearby, opening a brown bag.",0.0002,0.1429,0.3182,0.3347
000000520077.jpg,"A cluttered desk scene featuring a stack of books, a Corona Extra beer bottle, and a computer mouse, with a white wall and a black-framed window in the background.",0.0101,0.2051,0.3126,0.2686
000000162858.jpg,"A bustling city street scene with cars stopped at a red light, a cyclist crossing the road, and a prominent domed building in the background.",0.0739,0.3111,0.465,0.2778
000000006471.jpg,"A baseball player is poised to swing at the ball, with the catcher and umpire positioned behind him, ready to react.",0.3442,0.1754,0.3993,0.3225
000000245915.jpg,"A herd of approximately 15 elephants is crossing a shallow, murky river, with some elephants standing in the water up to their knees while others are wading through. The elephants are moving in a single file line, with some facing left and others facing right. The river is surrounded by a sandy, rocky shoreline with patches of green vegetation. The scene captures the elephants' natural behavior as they traverse their habitat.",0.0,0.303,0.2979,0.3784
000000066771.jpg,"A man and woman are seated at a table in a restaurant, enjoying their drinks and each other's company.",0.2692,0.1818,0.3912,0.2581
000000263969.jpg,"A newlywed couple is captured in a joyful moment, cutting their wedding cake together. The bride, wearing a strapless white gown, and the groom, dressed in a gray suit with a blue tie, are smiling broadly as they hold a large knife. The cake is a three-tiered creation, adorned with strawberries and green leaves, and sits on a table surrounded by a colorful assortment of fruits. The background features a dark brown wooden wall with a decorative candle holder, adding a warm and intimate atmosphere to the scene.",0.0,0.1091,0.2694,0.3318
000000581781.jpg,"This image showcases a vibrant display of fresh produce in a grocery store, featuring bananas, plantains, kiwis, and papayas arranged in clear plastic containers. The bananas are prominently displayed in bunches, with some still in their plastic wrapping. The plantains are a mix of green and yellow, indicating varying ripeness levels. The kiwis are neatly arranged in a black plastic container, and the papayas are partially visible at the bottom of the display. Each container has a black sign with red text indicating the type of fruit and its price, with some signs also showing the weight in pounds. The overall presentation is colorful and appetizing, highlighting the freshness and variety of the fruits available.",0.0,0.0909,0.228,0.3523
000000356498.jpg,"A close-up of a pancake topped with a vibrant red tomato sauce, fresh spinach leaves, and broccoli florets, served on a white plate against a red background.",0.0134,0.0976,0.4505,0.3193
000000478136.jpg,"A white plate with a blue rim holds an assortment of pastries, including two chocolate muffins with white frosting, a chocolate-covered donut with sprinkles, a red donut with sprinkles, and a heart-shaped pastry with a jam filling.",0.0,0.1667,0.2362,0.3445
000000372577.jpg,"A young tennis player in a black Nike shirt and shorts walks across a blue court, holding a racket and wearing a blue headband, with another player's legs visible in the background.",0.0016,0.2,0.3931,0.3291
000000186624.jpg,"A vintage steam locomotive is parked inside a large, open-air train station, with a woman standing beside it, admiring the historic machine.",0.0793,0.1622,0.4536,0.3047
000000383838.jpg,"A woman with long brown hair and bangs is holding a white Wii remote in her right hand, wearing a pink short-sleeved shirt with white buttons. She is looking down at the remote with a slight smile. In the background, a man wearing a blue and white plaid shirt and a gray baseball cap is sitting in a chair, looking at the woman. The setting appears to be indoors, with a white wall and a brown chair visible.",0.0,0.2564,0.3299,0.3213
000000221872.jpg,"A colorful bento box featuring four compartments with a hard-boiled egg, edamame, roasted carrots, and a creamy rice dish garnished with herbs.",0.0383,0.2941,0.3074,0.3647
000000273551.jpg,"The image depicts a patriotic scene with three black motorcycles parked on a road, facing left. In the background, a vast field is adorned with numerous American flags, creating a solemn and respectful atmosphere.",0.0002,0.303,0.4304,0.3855
000000560011.jpg,"A close-up view of a white keyboard with a black mouse featuring blue lights, set against a blurred background with indistinct objects.",0.1382,0.2083,0.3677,0.335
000000087476.jpg,"A man is teaching a young boy how to skateboard at an outdoor event, with a crowd watching in the background.",0.1985,0.3019,0.6757,0.3218
000000520009.jpg,"The image depicts a bustling city street scene with a prominent clock tower, a bus, a car, and pedestrians, set against a backdrop of historic buildings and a blue sky with clouds.",0.0012,0.2917,0.2841,0.3154
000000214539.jpg,"A nighttime soccer match is captured in this image, featuring two players in action on a green field. One player, wearing a green and white striped jersey with the number 14, is about to kick a red, white, and blue soccer ball. The other player, dressed in a white jersey with green stripes, is running towards the ball. The scene is set against a dark background with a stadium visible in the distance. Spectators can be seen sitting on benches along the sidelines, watching the game intently. The image is credited to Darren Ho, as indicated by the text at the bottom of the photograph.",0.0,0.1667,0.2206,0.3171
000000102331.jpg,"A dirt bike rider in a green and black outfit is captured mid-air, performing a jump on a dirt track surrounded by orange cones and a mountainous landscape in the background.",0.0006,0.1481,0.3964,0.3562
000000130613.jpg,"A rustic meal featuring three whole grilled fish, a colorful vegetable medley, and a loaf of bread on a wooden table.",0.0201,0.186,0.4,0.2986
000000175251.jpg,"A young boy, around two years old, is brushing his teeth in a bathroom, holding a green toothbrush with white bristles and a blue label.",0.1033,0.2188,0.5307,0.3564
000000022969.jpg,"Two giraffes are standing in a grassy enclosure, with one leaning against a wooden fence and the other facing away from the camera.",0.0411,0.1395,0.3661,0.3645
000000437331.jpg,"A surfer in a yellow and black wetsuit rides a white surfboard with a colorful design through a small wave in the ocean, with the letters ""STB"" visible in the bottom right corner of the image.",0.0,0.2222,0.3553,0.3115
